   4.8315875e+00  -6.5052961e-01
   5.6213208e+00   1.5181588e+00
   6.8048190e+00   2.9714468e+00
   1.0575888e+01  -3.1511453e+00
   4.7795710e+00   6.0953713e-01
   3.9181745e+00   2.3282712e+00
   7.6901149e+00  -2.6072187e-01
   4.2821154e+00  -1.5519175e+00
   4.5250561e+00   1.2169438e+00
   4.3494098e+00   1.0153996e+00
   6.2700719e+00   1.4372887e+00
   4.9095107e+00  -3.4340287e-01
   2.8227872e+00   9.6771767e-02
   6.4208676e+00   2.3336531e+00
   4.9995875e+00  -1.4228684e+00
   2.6245218e+00   1.3111642e+00
   4.3509154e+00  -4.6570635e-01
   3.8017360e+00   5.3215766e+00
   6.0978758e+00   5.5028542e-01
   7.1037843e+00  -1.3876792e+00
   5.3486163e+00  -4.2101381e+00
   6.0471403e+00   2.7639031e+00
   5.2043497e+00  -2.5634711e+00
   3.2833527e+00   1.9044529e-01
   3.7026517e+00   5.8944810e+00
   2.7495854e-01  -2.4750165e+00
   7.3597989e+00  -1.0098513e+00
   5.9052928e+00   2.8063844e+00
   1.9471243e+00   7.1972423e-01
   3.2297507e+00  -4.3177844e-01
   5.3664526e+00   1.8168277e+00
   3.7337240e+00  -1.3115245e-01
   3.8573123e+00  -3.2971455e-01
   4.7410635e+00   1.8799399e+00
   5.8374339e+00  -1.6917573e-01
   3.2901826e+00  -1.1839270e+00
   3.7748258e+00   1.7589928e+00
   3.3172186e+00   2.8923891e-01
   5.8625789e+00  -1.1759657e+00
   4.3100042e+00   1.1808748e+00
   6.6479821e+00  -1.6131066e-01
   8.0889746e+00   1.4876009e+00
   9.4815877e+00  -3.6374965e+00
   5.8778194e+00  -5.1909367e+00
   4.3687717e+00  -1.4492133e+00
   7.9319964e+00   1.4020673e+00
   2.9786686e+00   3.3671479e+00
   4.3898044e+00  -1.7940535e+00
   4.4120881e+00  -5.3397444e-01
   7.2346369e+00   4.9460325e-01
  -1.3730539e+00  -3.6810531e+00
  -2.2473662e+00  -2.1724410e+00
  -6.1875622e+00  -3.8030991e+00
  -6.4491050e+00  -5.2494662e+00
  -5.4790867e+00  -1.7505485e+00
  -4.1337753e+00  -5.2548879e+00
  -6.0572912e+00  -3.6262794e+00
  -5.5883202e+00  -3.6594369e+00
  -7.9152801e+00  -4.3416323e+00
  -7.9071048e+00  -3.4138776e+00
  -1.5117587e+00  -7.8502336e+00
  -3.7625749e+00  -2.0915050e+00
  -7.3183611e+00  -6.5927426e+00
  -4.2946610e+00  -5.8055927e+00
  -5.7471638e+00  -3.6740502e+00
  -6.3974810e+00  -7.1921222e+00
  -5.0895407e+00  -7.1156854e+00
  -2.7214837e+00  -3.0733091e+00
  -4.8130744e+00  -3.9330537e+00
  -1.3889941e+00  -4.1750717e+00
  -7.1480717e+00  -2.0020311e+00
  -5.8317862e+00  -6.1336134e+00
  -5.9120229e+00  -6.0958868e+00
  -4.0901205e+00  -2.6181371e+00
  -3.8036581e+00  -6.0168276e+00
  -3.9665641e+00  -4.1453809e+00
  -4.4435984e+00  -1.6160128e+00
  -7.5103254e+00  -6.6594053e+00
  -6.9389057e-01  -3.0352741e+00
  -1.1465012e+00  -2.7634955e+00
  -2.8345749e+00  -6.2814718e+00
  -3.0254891e+00  -2.5827017e+00
  -1.5333915e+00  -3.3417079e+00
  -6.5890281e+00  -2.9312172e+00
  -8.1970677e+00  -5.8317819e+00
  -6.6702370e+00  -4.7041782e+00
  -7.5066376e+00  -4.9182326e+00
  -5.1891127e+00  -5.1824757e+00
  -3.4979154e+00  -4.0544266e+00
  -6.2655170e+00  -6.7536945e+00
  -3.7222810e+00  -2.7506497e+00
  -4.4744556e+00  -9.3569687e+00
  -7.6993845e+00  -4.7795904e+00
  -5.6640593e+00  -1.0094510e+01
  -7.0420957e+00  -6.3449843e+00
  -7.4789121e+00  -1.6493526e+00
  -3.9937764e+00  -1.7486536e+00
  -1.1026566e+00  -7.2720900e+00
  -3.8690695e+00  -6.4192258e+00
  -4.5387414e+00  -7.5293719e+00
  -4.4608600e+00   5.3021726e+00
  -7.2136641e+00   5.4813397e+00
  -3.8121251e+00   3.5418639e+00
  -7.0345963e+00   5.6485532e+00
  -2.0654780e+00   9.2988540e+00
  -2.2205887e+00   2.2179906e+00
  -6.8634625e+00   6.4711673e+00
  -4.8865259e+00   8.2019334e+00
  -4.3939520e+00   3.7589070e+00
  -4.7959128e+00   3.3366681e+00
  -4.5763604e+00   7.6285450e+00
  -8.7203846e+00   3.6879265e+00
  -3.5921975e+00   1.2204648e+00
  -4.3283741e+00   5.8391612e+00
  -6.1516328e+00   6.3656120e+00
  -6.2432970e+00   3.0773595e+00
  -5.6537064e+00   3.2752590e+00
  -8.6654267e+00   5.6716151e+00
  -3.1771031e+00   3.6518673e+00
  -1.6207489e+00   7.7388723e+00
  -6.0279910e+00   5.6103709e+00
  -5.1167610e+00   7.5830973e+00
  -5.0488544e+00   4.2228827e+00
  -7.3579702e+00   6.5313318e+00
  -5.0451878e+00   2.9455100e+00
  -1.6656961e+00   7.0384456e+00
  -7.8658583e+00   7.1976610e+00
