   1.8420795311261555e+00	   4.6075716044822821e+00	
   5.6585831206188155e+00	   4.7999640544415429e+00	
   6.3525789202023404e+00	   3.2908544987542663e+00	
   2.9040165252813628e+00	   4.6122041128150659e+00	
   3.2319791572074426e+00	   4.9398940528262951e+00	
   1.2479226797003768e+00	   4.9326784600940199e+00	
   1.9761988616251198e+00	   4.4348967423818753e+00	
   2.2345413532917302e+00	   5.0554716813449776e+00	
   2.9834075716604347e+00	   4.8404640612535186e+00	
   2.9797039069259328e+00	   4.8067108079865948e+00	
   2.1149641112968540e+00	   5.3737358652876246e+00	
   2.1216954298519290e+00	   5.2085421155522749e+00	
   1.5143529031080689e+00	   4.7700330326490601e+00	
   2.1697922709882342e+00	   5.2743535383415079e+00	
   4.1852373244212138e-01	   4.8831252183492859e+00	
   2.4705369482228199e+00	   4.8041894408546746e+00	
   4.0606913244099880e+00	   4.9950386207400967e+00	
   3.0070893379030883e+00	   4.6789775773768252e+00	
   6.6632345593920239e-01	   4.8718794904188423e+00	
   3.1621865030153282e+00	   4.8365830057633223e+00	
   5.1155258039721851e-01	   4.9105292295025889e+00	
   3.1342800995585640e+00	   4.9617811391534037e+00	
   2.0497459500708168e+00	   5.6241394959880955e+00	
   6.6582785242269704e-01	   5.2439925748393117e+00	
   1.0173201258293543e+00	   4.8447364691927177e+00	
   2.1789356762851750e+00	   5.2975870136904897e+00	
   2.8596261496674256e+00	   5.2604199733234527e+00	
   1.3088258835996913e+00	   5.3015870091018789e+00	
   9.9253245544517177e-01	   5.0156742375774757e+00	
   1.4037263817193335e+00	   4.5752768443948417e+00	
   2.6604657242084988e+00	   5.1962384785661246e+00	
   2.7999588192935536e+00	   5.1152632270515932e+00	
   2.0699534537501649e+00	   4.6846713034194698e+00	
   3.2976518091928098e+00	   5.5920553499890620e+00	
   1.8929765958025335e+00	   4.8904320889442490e+00	
   2.5598306396203334e+00	   5.2639775641751463e+00	
   1.1535403120655019e+00	   4.6786671743373223e+00	
   2.2515075383287666e+00	   5.4450031021092604e+00	
   2.2096029550788012e+00	   4.9146926414522065e+00	
   1.5914193717920568e+00	   4.8321257266433921e+00	
   1.6783803760299154e+00	   5.2690382174802215e+00	
   2.5914864171878738e+00	   4.9259339354549114e+00	
   2.8099644223368205e+00	   5.5384989897141637e+00	
   9.5311627201894211e-01	   5.5803710757048366e+00	
   1.5177527591280904e+00	   5.0383663769056968e+00	
   3.2311424765560437e+00	   5.7842966460134546e+00	
   2.5418001057260593e+00	   4.8109873755149328e+00	
   3.8142286544291366e+00	   4.7352679649251863e+00	
   1.6849582905042171e+00	   4.5964355345526000e+00	
   2.1777717336419573e+00	   4.8615401885031382e+00	
   1.8173327959912597e+00	   5.1333390670037558e+00	
   1.8577655344165476e+00	   4.8696241354553420e+00	
   3.0308430076969914e+00	   5.2405758213408378e+00	
   2.9265829487849206e+00	   5.0966792288416878e+00	
   3.4349354315667204e+00	   5.3408074119568729e+00	
   3.2036711623332779e+00	   4.8592475865593912e+00	
   1.0511803945886711e-01	   4.7291634384614127e+00	
   1.4059791628972462e+00	   5.0663682249964532e+00	
   2.2418505155284860e+00	   4.9244617023247255e+00	
   1.3667839525662497e+00	   5.2616109535377227e+00	
   1.7072548215998760e+00	   4.0423147944003865e+00	
   1.9190956589454178e+00	   5.5784844650155083e+00	
   1.6015673131509769e+00	   4.6445301159818486e+00	
   3.7963437143864875e-01	   5.2619472941035275e+00	
   2.0213450243381597e+00	   4.4126744492228394e+00	
   1.1203673729034169e+00	   5.2088074683026537e+00	
   2.2690142804657305e+00	   4.6181888277084706e+00	
  -2.4512712766170175e-01	   5.7401923663878964e+00	
   2.1285784262461940e+00	   5.0114979309612400e+00	
   1.8441998110251225e+00	   5.0315394797490276e+00	
   2.3255825322728683e+00	   4.7486796190507556e+00	
   1.5233411310579263e+00	   4.8791615932566605e+00	
   1.0228512846407858e+00	   5.0105065049582720e+00	
   1.8538273720727831e+00	   5.0075248231180742e+00	
   2.2032165835580124e+00	   4.9451637873213485e+00	
   1.2009998119131844e+00	   4.5782976288292554e+00	
   1.0206270273889793e+00	   4.6299111911276034e+00	
   1.6049322661036021e+00	   5.1366313907418641e+00	
   4.7647355132546720e-01	   5.1353597728678482e+00	
   3.6391720409668116e-01	   4.7333282259158596e+00	
   3.1319845004821811e-01	   5.5469464355639593e+00	
   2.2866483910158673e+00	   5.0076699033457537e+00	
   2.1546013896413290e+00	   5.4628295907858009e+00	
   2.0528851765061513e+00	   4.7795855885689829e+00	
   4.8880433165682042e+00	   5.5067079522367282e+00	
   2.4030474669241761e+00	   5.0814732573212433e+00	
   2.5686945295366739e+00	   5.2068788599546760e+00	
   1.8297599254285273e+00	   4.5965728828182124e+00	
   5.4845223201817794e-01	   5.0267298016904096e+00	
   3.1710961866569121e+00	   5.5946451953472973e+00	
   3.0420206940609891e+00	   5.0075837303182729e+00	
   2.4042777498448449e+00	   5.0258706966243301e+00	
   1.7783466446688756e-01	   5.2976503176649192e+00	
   2.6142867842398347e+00	   5.2228741416737314e+00	
   2.3009779823162417e+00	   4.9723584399104608e+00	
   3.9077931723316217e+00	   5.0946467599986356e+00	
   2.0567054240880105e+00	   5.2339132551515748e+00	
   1.3813349700697428e+00	   5.0019496240921759e+00	
   1.1607417785188763e+00	   4.6772792684772933e+00	
   1.7281819943472312e+00	   5.3602843743445403e+00	
   3.2036062057779144e+00	   7.2221490342365868e-01	
   3.0619291841575449e+00	   1.5719210992485262e+00	
   4.0171491694692829e+00	   1.1607064678528025e+00	
   1.4026082193785905e+00	   1.0872653580630562e+00	
   4.0816495075300816e+00	   8.7200342873960701e-01	
   3.1527308085072985e+00	   9.8155871146978135e-01	
   3.4518635089270657e+00	   4.2784083441525400e-01	
   3.8538431375932065e+00	   7.9204790335061936e-01	
   1.5744925512126997e+00	   1.3481112594910267e+00	
   4.7237207775558900e+00	   6.2044135845940551e-01	
   2.8796108406812584e+00	   7.5413741106601617e-01	
   9.6791347673342321e-01	   1.1616681947644747e+00	
   1.5317810704822732e+00	   1.1005485242324748e+00	
   4.1383591521787286e+00	   1.2478097932507732e+00	
   3.1610902148156015e+00	   1.2942289318415272e+00	
   2.9517703890826166e+00	   8.9583143246419106e-01	
   3.2784429546227427e+00	   1.7504392615206619e+00	
   2.1270184993118018e+00	   9.5672042495826226e-01	
   3.3264888481347885e+00	   1.2801906639493872e+00	
   2.5437148945678403e+00	   9.5732715899860665e-01	
   3.2339469998943615e+00	   1.0820232401768624e+00	
   4.4315297627045966e+00	   5.4041000303653264e-01	
   3.5647862538954813e+00	   1.1176471426578489e+00	
   4.2558848209862781e+00	   9.0643957223606897e-01	
   4.0538658133883718e+00	   5.3291862101578680e-01	
   3.0897017602678742e+00	   1.0881444823769872e+00	
   2.8473445933325423e+00	   2.6759253193168586e-01	
   3.6358604869258224e+00	   1.1216019434923548e+00	
   1.9553886372594917e+00	   1.3215685691615027e+00	
   2.8838400473503127e+00	   8.0454506496766187e-01	
   3.4844438727906262e+00	   1.1355144824379535e+00	
   3.4979841247630632e+00	   1.1004640210347765e+00	
   2.4557593396383481e+00	   7.8904654164250232e-01	
   3.2038000952698260e+00	   1.0272807463558216e+00	
   3.0067725368673575e+00	   6.2519128154126702e-01	
   1.9654797376088771e+00	   1.2173076049288782e+00	
   2.1798933319744465e+00	   1.3087983050862291e+00	
   2.6120702931928359e+00	   9.9076855740849890e-01	
   3.9554991153824592e+00	   8.3269298971650985e-01	
   3.6484648165475164e+00	   1.6284969743086939e+00	
   4.1845001065264444e+00	   4.5356203120082073e-01	
   3.7875723017568395e+00	   1.4544290445226997e+00	
   3.3006365498721384e+00	   1.2810758821084063e+00	
   3.0283636323228298e+00	   1.3563518898673259e+00	
   3.1841217562056885e+00	   1.4141079887295975e+00	
   4.1691189662253318e+00	   2.0581037747702080e-01	
   3.2402421110190929e+00	   1.1487623727645102e+00	
   3.9159606777688518e+00	   1.0122577354902820e+00	
   2.9697971618738923e+00	   1.0121030599292014e+00	
   1.1299385570386000e+00	   7.7085284368266804e-01	
   2.7173079863289109e+00	   4.8697554618095595e-01	
   3.1189016958972675e+00	   6.9438335552254349e-01	
   2.4051802002605527e+00	   1.1177812268842691e+00	
